Date,Day,Lunch,Plates in Phase 1,Plates in Phase 2,Plates in Phase 3,Plates in Phase 4,Plate Dum,Event,Total Students
08-11-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",604,1945,1678,1239,6989,FALSE,5466
09-11-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",629,1846,1640,1295,6425,FALSE,5410
10-11-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",541,1934,1623,1285,6439,FALSE,5383
11-11-2022,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",605,1898,1729,1239,6515,FALSE,5471
12-11-2022,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",57,1985,1869,1270,5225,TRUE,5181
13-11-2022,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",598,1813,1659,1359,6803,FALSE,5429
14-11-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",556,2059,1664,1210,6804,FALSE,5489
15-11-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",543,1993,1665,1235,6861,TRUE,5436
16-11-2022,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",635,1864,1724,1273,6203,FALSE,5496
17-11-2022,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",587,1818,1765,1242,7202,FALSE,5412
18-11-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",528,2066,1645,1212,6957,FALSE,5451
19-11-2022,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",544,1950,1639,1416,5837,FALSE,5549
20-11-2022,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",672,1820,1693,1360,5964,FALSE,5545
21-11-2022,weekday,"('Urial Roast', 'Idli', 'Sambhar')",544,1839,1609,1273,6516,FALSE,5265
22-11-2022,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",602,1862,1614,1223,7005,FALSE,5301
23-11-2022,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",661,1861,1695,1269,6060,FALSE,5486
24-11-2022,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",577,1827,1613,1313,6805,FALSE,5330
25-11-2022,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",528,1833,1760,1244,6141,FALSE,5365
26-11-2022,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",615,2073,1622,1211,6699,FALSE,5521
27-11-2022,weekend,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",610,1913,1697,1219,6182,FALSE,5439
28-11-2022,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",521,1809,1748,1358,7612,FALSE,5436
29-11-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",612,1817,1792,1203,6898,FALSE,5424
30-11-2022,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",668,1880,1617,1209,7569,FALSE,5374
01-12-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",567,1895,1747,1262,6216,FALSE,5471
02-12-2022,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",529,1870,1681,1285,5881,FALSE,5365
03-12-2022,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",57,1897,1884,1719,5600,FALSE,5557
04-12-2022,weekend,"('Urial Roast', 'Idli', 'Sambhar')",47,1887,1985,1589,5520,FALSE,5508
05-12-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",648,1800,1657,1247,6966,TRUE,5352
06-12-2022,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",609,1842,1634,1332,5760,FALSE,5417
07-12-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",501,1920,1605,1333,6679,FALSE,5359
08-12-2022,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",620,1845,1679,1200,6232,FALSE,5344
09-12-2022,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",549,1839,1681,1288,6793,FALSE,5357
10-12-2022,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",0,1800,1893,1357,5072,FALSE,5050
11-12-2022,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",516,1813,1859,1276,6140,FALSE,5464
12-12-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",500,1873,1672,1212,6059,FALSE,5257
13-12-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",584,1979,1661,1269,6891,FALSE,5493
14-12-2022,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",536,1829,1764,1342,7047,FALSE,5471
15-12-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",550,2023,1659,1244,7411,FALSE,5476
16-12-2022,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",588,1882,1696,1304,7228,FALSE,5470
17-12-2022,weekend,"('Urial Roast', 'Idli', 'Sambhar')",540,1998,1640,1418,6849,FALSE,5596
18-12-2022,weekend,"('Handi veg', 'shahi panner', 'Moong Dal')",693,1876,1701,1275,5949,FALSE,5545
19-12-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",580,1800,1709,1237,7131,FALSE,5326
20-12-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",528,1871,1637,1388,6061,FALSE,5424
21-12-2022,weekday,"('Urial Roast', 'Idli', 'Sambhar')",705,1845,1634,1264,7442,FALSE,5448
22-12-2022,weekday,"('Urial Roast', 'Idli', 'Sambhar')",685,1802,1738,1265,6484,FALSE,5490
23-12-2022,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",633,1803,1611,1316,6595,FALSE,5363
24-12-2022,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",538,1809,1674,1316,5910,FALSE,5337
25-12-2022,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",513,1908,1814,1234,5788,FALSE,5469
26-12-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",501,1852,1664,1326,6917,TRUE,5343
27-12-2022,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",507,2080,1646,1223,7561,FALSE,5456
28-12-2022,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",510,1912,1699,1279,6319,FALSE,5400
29-12-2022,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",525,1945,1730,1223,6668,FALSE,5423
30-12-2022,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",523,1854,1605,1379,6540,FALSE,5361
31-12-2022,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",787,1806,1606,1319,6064,FALSE,5518
01-01-2023,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",656,1859,1711,1214,5818,FALSE,5440
02-01-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",656,1946,1628,1227,6940,FALSE,5457
03-01-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",636,1971,1651,1228,6799,FALSE,5486
04-01-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",544,1813,1748,1275,6408,FALSE,5380
05-01-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",515,1988,1623,1248,6839,TRUE,5374
06-01-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",610,2034,1637,1219,6342,FALSE,5500
07-01-2023,weekend,"('Urial Roast', 'Idli', 'Sambhar')",643,1818,1661,1473,6435,FALSE,5595
08-01-2023,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",516,1877,1637,1299,6384,FALSE,5329
09-01-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",570,1992,1633,1260,6466,FALSE,5455
10-01-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",630,1829,1637,1325,6283,FALSE,5421
11-01-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",545,1851,1749,1306,6970,FALSE,5451
12-01-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",568,1828,1603,1480,6536,FALSE,5479
13-01-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",619,1912,1639,1246,6846,FALSE,5416
14-01-2023,weekend,"('Urial Roast', 'Idli', 'Sambhar')",669,1904,1667,1255,7024,FALSE,5495
15-01-2023,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",658,1807,1668,1437,6201,FALSE,5570
16-01-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",617,1831,1718,1330,6299,FALSE,5496
17-01-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",621,1829,1719,1251,7087,FALSE,5420
18-01-2023,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",518,1890,1623,1238,6969,FALSE,5269
19-01-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",520,1835,1672,1209,6276,FALSE,5236
20-01-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",529,1838,1872,1247,6111,FALSE,5486
21-01-2023,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",555,2069,1606,1343,6593,FALSE,5573
22-01-2023,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",548,1852,1663,1289,5977,FALSE,5352
23-01-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",522,2058,1655,1248,5773,FALSE,5483
24-01-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",614,1886,1605,1227,6839,FALSE,5332
25-01-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",550,1808,1638,1447,6234,FALSE,5443
26-01-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",572,1808,1689,1207,6608,FALSE,5276
27-01-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",503,1900,1771,1227,7443,FALSE,5401
28-01-2023,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",523,2007,1671,1312,6400,FALSE,5513
29-01-2023,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",583,1950,1645,1213,6671,FALSE,5391
30-01-2023,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",581,1865,1610,1400,7024,FALSE,5456
31-01-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",603,1853,1679,1321,6419,FALSE,5456
01-02-2023,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",514,2016,1622,1266,7377,FALSE,5418
02-02-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",554,2037,1601,1303,6193,FALSE,5495
03-02-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",642,1835,1603,1414,6787,FALSE,5494
04-02-2023,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",67,2344,1694,1385,5537,FALSE,5490
05-02-2023,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",100,1955,1867,1516,5481,FALSE,5438
06-02-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",624,1882,1721,1255,6582,FALSE,5482
07-02-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",549,2041,1603,1279,5651,FALSE,5472
08-02-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",556,1998,1679,1232,5833,FALSE,5465
09-02-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",533,1871,1838,1202,6669,FALSE,5444
10-02-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",607,1823,1640,1289,7146,FALSE,5359
11-02-2023,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",583,1814,1602,1479,5781,FALSE,5478
12-02-2023,weekend,"('Urial Roast', 'Idli', 'Sambhar')",43,2406,1626,1471,5572,FALSE,5546
13-02-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",540,1874,1727,1332,6434,TRUE,5473
14-02-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",548,2006,1604,1288,6236,FALSE,5446
15-02-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",617,1926,1665,1290,7189,FALSE,5498
16-02-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",725,1834,1692,1219,7570,FALSE,5470
17-02-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",511,1967,1784,1228,6077,FALSE,5490
18-02-2023,weekend,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",114,1908,1608,1653,5329,FALSE,5283
19-02-2023,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",515,1842,1740,1241,6198,FALSE,5338
20-02-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",511,1875,1741,1207,7179,FALSE,5334
21-02-2023,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",557,1800,1695,1219,6859,FALSE,5271
22-02-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",526,1823,1781,1234,5970,FALSE,5364
23-02-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",580,1876,1637,1303,6657,FALSE,5396
24-02-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",574,1851,1790,1207,7457,FALSE,5422
25-02-2023,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",648,1956,1670,1253,6292,FALSE,5527
26-02-2023,weekend,"('Mix veg', 'Paneer kadai', 'channa dal')",82,2041,1815,1206,5190,FALSE,5144
27-02-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",556,1823,1701,1390,6823,FALSE,5470
28-02-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",501,1965,1749,1265,6499,FALSE,5480
01-03-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",720,1908,1619,1222,6683,FALSE,5469
02-03-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",556,2014,1635,1226,6570,FALSE,5431
03-03-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",532,1810,1836,1296,7239,FALSE,5474
04-03-2023,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",536,1880,1821,1316,6110,FALSE,5553
05-03-2023,weekend,"('Handi veg', 'shahi panner', 'Moong Dal')",621,1819,1839,1293,6368,FALSE,5572
06-03-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",711,1811,1613,1262,7116,FALSE,5397
07-03-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",632,1868,1668,1253,6798,FALSE,5421
08-03-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",590,1862,1694,1247,6203,FALSE,5393
09-03-2023,weekday,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",715,1855,1658,1220,6749,FALSE,5448
10-03-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",641,1926,1623,1219,6647,FALSE,5409
11-03-2023,weekend,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",684,1988,1625,1226,6233,FALSE,5523
12-03-2023,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",732,1914,1720,1215,6128,FALSE,5581
13-03-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",657,1883,1653,1227,7182,FALSE,5420
14-03-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",623,1945,1725,1207,6425,FALSE,5500
15-03-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",589,1820,1777,1202,7002,FALSE,5388
16-03-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",525,1859,1898,1214,6360,FALSE,5496
17-03-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",525,2064,1640,1228,6896,FALSE,5457
18-03-2023,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",545,2069,1605,1269,7027,FALSE,5488
19-03-2023,weekend,"('Dum Aloo', 'Lauki tamatar', 'Rajma')",783,1908,1605,1274,6419,TRUE,5570
20-03-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",579,1936,1627,1229,6679,FALSE,5371
21-03-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",565,1826,1658,1374,6753,FALSE,5423
22-03-2023,weekday,"('Handi veg', 'shahi panner', 'Moong Dal')",522,1832,1647,1473,6691,FALSE,5474
23-03-2023,weekday,"('Subjmiloni', 'Soya chaap masala', 'Dal Makhani')",551,1925,1629,1255,6572,FALSE,5360
24-03-2023,weekday,"('Urial Roast', 'Idli', 'Sambhar')",504,1813,1607,1228,5183,FALSE,5152
25-03-2023,weekend,"('Urial Roast', 'Idli', 'Sambhar')",546,1801,1656,1302,6213,FALSE,5305
26-03-2023,weekend,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",607,1986,1622,1354,6064,FALSE,5569
27-03-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",641,1832,1670,1320,6973,FALSE,5463
28-03-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",548,1943,1632,1307,6981,FALSE,5430
29-03-2023,weekday,"('Mix veg', 'Paneer kadai', 'channa dal')",738,1830,1715,1201,6359,FALSE,5484
30-03-2023,weekday,"('Veg Makhani', 'Chatpata Achari Aloo', 'Kadi pakoda')",530,1958,1657,1282,6640,FALSE,5427
31-03-2023,weekday,"('Mirchi Salan', 'Egg briyani', 'veg Biryani')",505,1874,1646,1260,6605,FALSE,5285
