Date,Day,Breakfast,Plates in Phase 1,Plates in Phase 2,Plates in Phase 3,Plates in Phase 4,Plate Dum,Event,Next Day Reduction,Total Students
2023-01-08,weekend,Vermicelli Upma and Mix Fruits,68,491,493,464,1546,False,False,1516
2023-01-09,weekday,"Poha, Egg Bhurji, Mix Fruit",85,443,487,587,1615,False,False,1602
2023-01-10,weekday,"Aloo Paratha, Curd, Orange",108,600,359,500,1598,False,False,1567
2023-01-11,weekday,Sooji Upma and Peanut Chutney,75,513,476,474,1549,False,False,1538
2023-01-12,weekday,"Aloo Paratha, Curd, Orange",113,540,344,490,1514,False,False,1487
2023-01-13,weekday,"Poori Matar Masala, Boiled Egg and Banana",83,552,346,599,1626,False,False,1580
2023-01-14,weekend,"Poha, Egg Bhurji, Mix Fruit",21,442,409,565,1473,False,False,1437
2023-01-15,weekend,"Aloo Paratha, Curd, Orange",56,479,490,515,1551,False,False,1540
2023-01-16,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",94,530,377,493,1523,False,False,1494
2023-01-17,weekday,"Poori Matar Masala, Boiled Egg and Banana",90,511,433,497,1550,False,False,1531
2023-01-18,weekday,"Pao, Bhaji and Mix Fruit",99,526,379,555,1569,False,False,1559
2023-01-19,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",75,456,475,497,1551,False,False,1503
2023-01-20,weekday,"Aloo Paratha, Curd, Orange",93,409,353,519,1424,False,False,1374
2023-01-21,weekend,Sooji Upma and Peanut Chutney,26,461,339,528,1395,False,False,1354
2023-01-22,weekend,Sooji Upma and Peanut Chutney,102,470,464,558,1618,False,False,1594
2023-01-23,weekday,"Poori Matar Masala, Boiled Egg and Banana",79,599,337,460,1499,False,False,1475
2023-01-24,weekday,Vermicelli Upma and Mix Fruits,120,552,333,555,1608,False,False,1560
2023-01-25,weekday,"Poori Matar Masala, Boiled Egg and Banana",95,585,347,468,1536,False,False,1495
2023-01-26,weekday,"Poori Matar Masala, Boiled Egg and Banana",108,503,355,458,1468,False,False,1424
2023-01-27,weekday,"Poha, Egg Bhurji, Mix Fruit",103,541,401,505,1571,False,False,1550
2023-01-28,weekend,Vermicelli Upma and Mix Fruits,121,409,385,519,1461,False,False,1434
2023-01-29,weekend,Sooji Upma and Peanut Chutney,23,427,340,512,1313,False,False,1302
2023-01-30,weekday,"Pao, Bhaji and Mix Fruit",129,451,475,578,1653,False,False,1633
2023-01-31,weekday,Vermicelli Upma and Mix Fruits,96,469,353,586,1525,False,False,1504
2023-02-01,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",82,454,403,460,1440,False,False,1399
2023-02-02,weekday,"Poha, Egg Bhurji, Mix Fruit",79,431,411,510,1480,False,False,1431
2023-02-03,weekday,"Poha, Egg Bhurji, Mix Fruit",125,548,473,480,1667,False,False,1626
2023-02-04,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",112,564,438,477,1633,False,False,1591
2023-02-05,weekend,"Poha, Egg Bhurji, Mix Fruit",21,464,343,543,1402,False,False,1371
2023-02-06,weekday,Sooji Upma and Peanut Chutney,49,295,203,307,872,True,True,854
2023-02-07,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",90,471,394,508,1494,False,False,1463
2023-02-08,weekday,"Aloo Paratha, Curd, Orange",99,431,328,565,1455,False,False,1423
2023-02-09,weekday,"Pao, Bhaji and Mix Fruit",87,536,446,451,1539,False,False,1520
2023-02-10,weekday,Sooji Upma and Peanut Chutney,106,426,345,551,1466,False,False,1428
2023-02-11,weekend,"Aloo Paratha, Curd, Orange",27,477,338,599,1477,False,False,1441
2023-02-12,weekend,"Poha, Egg Bhurji, Mix Fruit",6,420,497,471,1414,False,False,1394
2023-02-13,weekday,"Aloo Paratha, Curd, Orange",100,523,335,547,1550,False,False,1505
2023-02-14,weekday,"Aloo Paratha, Curd, Orange",75,597,300,490,1479,False,False,1462
2023-02-15,weekday,"Pao, Bhaji and Mix Fruit",81,478,336,541,1471,False,False,1436
2023-02-16,weekday,"Aloo Paratha, Curd, Orange",114,473,318,578,1526,False,False,1483
2023-02-17,weekday,"Poha, Egg Bhurji, Mix Fruit",109,570,449,539,1681,False,False,1667
2023-02-18,weekend,"Poha, Egg Bhurji, Mix Fruit",23,444,425,450,1368,False,False,1342
2023-02-19,weekend,"Poha, Egg Bhurji, Mix Fruit",28,409,374,563,1406,False,False,1374
2023-02-20,weekday,Vermicelli Upma and Mix Fruits,109,452,466,490,1541,False,False,1517
2023-02-21,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",113,440,381,465,1427,False,False,1399
2023-02-22,weekday,"Pao, Bhaji and Mix Fruit",116,555,352,471,1505,False,False,1494
2023-02-23,weekday,"Aloo Paratha, Curd, Orange",96,520,428,579,1660,False,False,1623
2023-02-24,weekday,"Poori Matar Masala, Boiled Egg and Banana",110,455,351,482,1417,False,False,1398
2023-02-25,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",79,482,379,518,1485,False,False,1458
2023-02-26,weekend,"Pao, Bhaji and Mix Fruit",119,551,444,591,1750,False,False,1705
2023-02-27,weekday,Vermicelli Upma and Mix Fruits,92,574,394,554,1646,False,False,1614
2023-02-28,weekday,Sooji Upma and Peanut Chutney,103,483,469,495,1586,False,False,1550
2023-03-01,weekday,"Poori Matar Masala, Boiled Egg and Banana",101,580,402,580,1689,False,False,1663
2023-03-02,weekday,"Pao, Bhaji and Mix Fruit",109,495,437,598,1655,False,False,1639
2023-03-03,weekday,"Aloo Paratha, Curd, Orange",85,591,379,492,1590,False,False,1547
2023-03-04,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",8,500,385,466,1407,False,False,1359
2023-03-05,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",101,436,326,521,1401,False,False,1384
2023-03-06,weekday,"Poha, Egg Bhurji, Mix Fruit",92,523,416,567,1634,False,False,1598
2023-03-07,weekday,"Pao, Bhaji and Mix Fruit",106,540,433,546,1639,False,False,1625
2023-03-08,weekday,Vermicelli Upma and Mix Fruits,57,318,223,303,933,True,True,901
2023-03-09,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",109,445,473,539,1609,False,False,1566
2023-03-10,weekday,Vermicelli Upma and Mix Fruits,115,513,302,486,1434,False,False,1416
2023-03-11,weekend,"Pao, Bhaji and Mix Fruit",88,574,382,550,1623,False,False,1594
2023-03-12,weekend,Vermicelli Upma and Mix Fruits,37,585,336,520,1513,False,False,1478
2023-03-13,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",124,445,371,491,1479,False,False,1431
2023-03-14,weekday,"Pao, Bhaji and Mix Fruit",109,459,491,558,1641,False,False,1617
2023-03-15,weekday,Vermicelli Upma and Mix Fruits,85,440,340,524,1415,False,False,1389
2023-03-16,weekday,"Pao, Bhaji and Mix Fruit",92,417,319,526,1383,False,False,1354
2023-03-17,weekday,"Aloo Paratha, Curd, Orange",111,491,431,538,1601,False,False,1571
2023-03-18,weekend,"Poha, Egg Bhurji, Mix Fruit",0,506,406,552,1499,False,False,1464
2023-03-19,weekend,"Poori Matar Masala, Boiled Egg and Banana",78,408,306,586,1423,False,False,1378
2023-03-20,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",85,492,363,525,1480,False,False,1465
2023-03-21,weekday,Vermicelli Upma and Mix Fruits,116,408,493,589,1652,False,False,1606
2023-03-22,weekday,"Poori Matar Masala, Boiled Egg and Banana",87,468,431,563,1560,False,False,1549
2023-03-23,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",80,466,323,539,1436,False,False,1408
2023-03-24,weekday,Vermicelli Upma and Mix Fruits,85,446,474,548,1592,False,False,1553
2023-03-25,weekend,"Aloo Paratha, Curd, Orange",13,402,444,550,1423,False,False,1409
2023-03-26,weekend,"Ajwani Paratha, Aloo Tamatar, Banana",50,543,390,475,1493,False,False,1458
2023-03-27,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",92,439,468,557,1587,False,False,1556
2023-03-28,weekday,"Pao, Bhaji and Mix Fruit",75,534,362,548,1553,False,False,1519
2023-03-29,weekday,"Pao, Bhaji and Mix Fruit",102,509,422,533,1596,False,False,1566
2023-03-30,weekday,"Poha, Egg Bhurji, Mix Fruit",116,585,417,566,1725,False,False,1684
2023-03-31,weekday,"Ajwani Paratha, Aloo Tamatar, Banana",114,579,321,462,1495,False,False,1476
